Birth Year, Exposure 1.5°C, Std.dev 1.5°C, Exposure 2.5°C, Std.dev 2.5°C, Exposure 3.5°C, Std.dev 3.5°C
2003, 0.07886164034743917, 0.0270403549184684, 0.07833671851071941, 0.019349144947765188, 0.12081833772847617, 0.028678774883928924
2004, 0.08017931830267765, 0.028063931819429126, 0.07839346009548011, 0.019360511806554327, 0.12169699460539148, 0.02846193062414488
2005, 0.08203740121213654, 0.028943710365191715, 0.07836113156193565, 0.019446669456922566, 0.12223752306346836, 0.028291180203459405
2006, 0.08323946377148304, 0.02953932785095315, 0.07829289060903233, 0.019538528662526897, 0.12414091805204368, 0.02835114418354122
2007, 0.08392915362782162, 0.02968900819393193, 0.07865218849560827, 0.019611766020465785, 0.12839642496396286, 0.02883204235962469
2008, 0.08449838334192523, 0.029948007864883972, 0.07804354726115564, 0.019868588299912945, 0.13017551355427676, 0.028918469293993797
2009, 0.0850610332656167, 0.030065274880136075, 0.08114779884114158, 0.02099808311936598, 0.13112786585025749, 0.02871472723090013
2010, 0.08428299451064473, 0.030233453580801848, 0.0832755729058762, 0.022574526184213132, 0.13185908338342223, 0.028823607592107656
2011, 0.08494233607005951, 0.03029035193295619, 0.08371527430665777, 0.022665360172151077, 0.13643195916840103, 0.02938997537149027
2012, 0.0857592868388926, 0.030480242955919175, 0.08408410019686596, 0.022770859772502476, 0.1409938552811069, 0.02999245930421818
2013, 0.0862383607315304, 0.03076941777740035, 0.08398437521625823, 0.022895276967138615, 0.14548781948345693, 0.030617427789276244
2014, 0.08687396436844487, 0.031028752917366904, 0.08437784563168756, 0.02301132248590615, 0.15005567718598842, 0.03126486072940942
2015, 0.08730675196374146, 0.031368446592545715, 0.08448056751661857, 0.023122045043827477, 0.1543087243812099, 0.032099335542802344
2016, 0.08815627269730131, 0.031598970175180166, 0.08395707275899104, 0.023140137403891745, 0.15856177157643145, 0.032969063512908486
2017, 0.08904573723520467, 0.031889932983411876, 0.0841747918719087, 0.0230432603063239, 0.16262241249479123, 0.033357920813245866
2018, 0.08952612516190711, 0.032275021736142905, 0.0838635138640685, 0.023141540869689413, 0.1666830484460972, 0.033773165970882334
2019, 0.08991869619933271, 0.03261366308479608, 0.08338528559699095, 0.02248419771622979, 0.17063502625532592, 0.03472921315627715
2020, 0.09055073044953717, 0.03292348045560665, 0.08287833268049286, 0.02186963693571185, 0.17333787584922908, 0.03433402322942149
